id,origin,surface,category,name,kind,in_default_scope,status,availability,support,numpy_signature,numsharp_target,numsharp_signatures,numsharp_source_paths,numsharp_source_urls,numsharp_obsolete,notes,documentation_url
numpy.nan,numpy,np,Types & constants,nan,constant,False,available,exact,declared,Signature unavailable from runtime introspection,NumSharp.np.nan,double nan { get; },src/NumSharp.Core/APIs/np.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/APIs/np.cs,False,,
numpy.nan_to_num,numpy,np,Floating-point handling,nan_to_num,function,True,missing,missing,missing,"(x, copy=True, nan=0.0, posinf=None, neginf=None)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.nan_to_num.html
numpy.nanargmax,numpy,np,Reductions,nanargmax,function,True,missing,missing,missing,"(a, axis=None, out=None, *, keepdims=<no value>)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.nanargmax.html
numpy.nanargmin,numpy,np,Reductions,nanargmin,function,True,missing,missing,missing,"(a, axis=None, out=None, *, keepdims=<no value>)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.nanargmin.html
numpy.nancumprod,numpy,np,Reductions,nancumprod,function,True,missing,missing,missing,"(a, axis=None, dtype=None, out=None)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.nancumprod.html
numpy.nancumsum,numpy,np,Reductions,nancumsum,function,True,missing,missing,missing,"(a, axis=None, dtype=None, out=None)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.nancumsum.html
numpy.nanmax,numpy,np,Reductions,nanmax,function,True,available,exact,declared,"(a, axis=None, out=None, keepdims=<no value>, initial=<no value>, where=<no value>)",NumSharp.np.nanmax,"NumSharp.NDArray nanmax(NumSharp.NDArray a, int? axis = null, bool keepdims = false)",src/NumSharp.Core/Sorting_Searching_Counting/np.nanmax.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Sorting_Searching_Counting/np.nanmax.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.nanmax.html
numpy.nanmean,numpy,np,Reductions,nanmean,function,True,available,exact,declared,"(a, axis=None, dtype=None, out=None, keepdims=<no value>, *, where=<no value>)",NumSharp.np.nanmean,"NumSharp.NDArray nanmean(NumSharp.NDArray a, int? axis = null, bool keepdims = false)",src/NumSharp.Core/Statistics/np.nanmean.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Statistics/np.nanmean.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.nanmean.html
numpy.nanmedian,numpy,np,Reductions,nanmedian,function,True,available,exact,declared,"(a, axis=None, out=None, overwrite_input=False, keepdims=<no value>)",NumSharp.np.nanmedian,"NumSharp.NDArray nanmedian(NumSharp.NDArray a, int? axis = null, NumSharp.NDArray out = null, bool overwrite_input = false, bool keepdims = false) | NumSharp.NDArray nanmedian(NumSharp.NDArray a, int[] axis, NumSharp.NDArray out = null, bool overwrite_input = false, bool keepdims = false)",src/NumSharp.Core/Statistics/np.nanmedian.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Statistics/np.nanmedian.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.nanmedian.html
numpy.nanmin,numpy,np,Reductions,nanmin,function,True,available,exact,declared,"(a, axis=None, out=None, keepdims=<no value>, initial=<no value>, where=<no value>)",NumSharp.np.nanmin,"NumSharp.NDArray nanmin(NumSharp.NDArray a, int? axis = null, bool keepdims = false)",src/NumSharp.Core/Sorting_Searching_Counting/np.nanmin.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Sorting_Searching_Counting/np.nanmin.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.nanmin.html
numpy.nanpercentile,numpy,np,Reductions,nanpercentile,function,True,available,exact,declared,"(a, q, axis=None, out=None, overwrite_input=False, method='linear', keepdims=<no value>, *, weights=None)",NumSharp.np.nanpercentile,"NumSharp.NDArray nanpercentile(NumSharp.NDArray a, NumSharp.NDArray q, int? axis = null, NumSharp.NDArray out = null, bool overwrite_input = false, string method = ""linear"", bool keepdims = false) | NumSharp.NDArray nanpercentile(NumSharp.NDArray a, double q, int? axis = null, NumSharp.NDArray out = null, bool overwrite_input = false, string method = ""linear"", bool keepdims = false) | NumSharp.NDArray nanpercentile(NumSharp.NDArray a, double q, int[] axis, NumSharp.NDArray out = null, bool overwrite_input = false, string method = ""linear"", bool keepdims = false) | NumSharp.NDArray nanpercentile(NumSharp.NDArray a, double[] q, int? axis = null, NumSharp.NDArray out = null, bool overwrite_input = false, string method = ""linear"", bool keepdims = false) | NumSharp.NDArray nanpercentile(NumSharp.NDArray a, double[] q, int[] axis, NumSharp.NDArray out = null, bool overwrite_input = false, string method = ""linear"", bool keepdims = false)",src/NumSharp.Core/Statistics/np.nanpercentile.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Statistics/np.nanpercentile.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.nanpercentile.html
numpy.nanprod,numpy,np,Reductions,nanprod,function,True,available,exact,declared,"(a, axis=None, dtype=None, out=None, keepdims=<no value>, initial=<no value>, where=<no value>)",NumSharp.np.nanprod,"NumSharp.NDArray nanprod(NumSharp.NDArray a, int? axis = null, bool keepdims = false)",src/NumSharp.Core/Math/np.nanprod.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/np.nanprod.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.nanprod.html
numpy.nanquantile,numpy,np,Reductions,nanquantile,function,True,available,exact,declared,"(a, q, axis=None, out=None, overwrite_input=False, method='linear', keepdims=<no value>, *, weights=None)",NumSharp.np.nanquantile,"NumSharp.NDArray nanquantile(NumSharp.NDArray a, NumSharp.NDArray q, int? axis = null, NumSharp.NDArray out = null, bool overwrite_input = false, string method = ""linear"", bool keepdims = false) | NumSharp.NDArray nanquantile(NumSharp.NDArray a, double q, int? axis = null, NumSharp.NDArray out = null, bool overwrite_input = false, string method = ""linear"", bool keepdims = false) | NumSharp.NDArray nanquantile(NumSharp.NDArray a, double q, int[] axis, NumSharp.NDArray out = null, bool overwrite_input = false, string method = ""linear"", bool keepdims = false) | NumSharp.NDArray nanquantile(NumSharp.NDArray a, double[] q, int? axis = null, NumSharp.NDArray out = null, bool overwrite_input = false, string method = ""linear"", bool keepdims = false) | NumSharp.NDArray nanquantile(NumSharp.NDArray a, double[] q, int[] axis, NumSharp.NDArray out = null, bool overwrite_input = false, string method = ""linear"", bool keepdims = false)",src/NumSharp.Core/Statistics/np.nanquantile.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Statistics/np.nanquantile.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.nanquantile.html
numpy.nanstd,numpy,np,Reductions,nanstd,function,True,available,exact,declared,"(a, axis=None, dtype=None, out=None, ddof=0, keepdims=<no value>, *, where=<no value>, mean=<no value>, correction=<no value>)",NumSharp.np.nanstd,"NumSharp.NDArray nanstd(NumSharp.NDArray a, int? axis = null, bool keepdims = false, int ddof = 0)",src/NumSharp.Core/Statistics/np.nanstd.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Statistics/np.nanstd.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.nanstd.html
numpy.nansum,numpy,np,Reductions,nansum,function,True,available,exact,declared,"(a, axis=None, dtype=None, out=None, keepdims=<no value>, initial=<no value>, where=<no value>)",NumSharp.np.nansum,"NumSharp.NDArray nansum(NumSharp.NDArray a, int? axis = null, bool keepdims = false)",src/NumSharp.Core/Math/np.nansum.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/np.nansum.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.nansum.html
numpy.nanvar,numpy,np,Reductions,nanvar,function,True,available,exact,declared,"(a, axis=None, dtype=None, out=None, ddof=0, keepdims=<no value>, *, where=<no value>, mean=<no value>, correction=<no value>)",NumSharp.np.nanvar,"NumSharp.NDArray nanvar(NumSharp.NDArray a, int? axis = null, bool keepdims = false, int ddof = 0)",src/NumSharp.Core/Statistics/np.nanvar.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Statistics/np.nanvar.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.nanvar.html
numpy.ndarray,numpy,np,Types,ndarray,class,False,available,exact,declared,"(shape, dtype=None, buffer=None, offset=0, strides=None, order=None)",NumSharp.NDArray,NumSharp.NDArray,src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,,
numpy.ndenumerate,numpy,np,Types,ndenumerate,class,False,missing,missing,missing,(arr),,,,,False,,
numpy.ndim,numpy,np,Shape manipulation,ndim,function,True,missing,missing,missing,(a),,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndim.html
numpy.ndindex,numpy,np,Types,ndindex,class,False,missing,missing,missing,(*shape),,,,,False,,
numpy.nditer,numpy,np,Types,nditer,class,False,missing,missing,missing,"(op, flags=None, op_flags=None, op_dtypes=None, order='K', casting='safe', op_axes=None, itershape=None, buffersize=0)",,,,,False,,
numpy.negative,numpy,np,Math,negative,ufunc,True,available,exact,declared,"(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",NumSharp.np.negative,"NumSharp.NDArray negative(NumSharp.NDArray nd, NumSharp.NDArray out = null, NumSharp.NDArray where = null, NumSharp.NPTypeCode? dtype = null)",src/NumSharp.Core/Math/np.math.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/np.math.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.negative.html
numpy.nested_iters,numpy,np,Array metadata & memory,nested_iters,function,True,missing,missing,missing,"(op, axes, flags=None, op_flags=None, op_dtypes=None, order='K', casting='safe', buffersize=0)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.nested_iters.html
numpy.newaxis,numpy,np,Types & constants,newaxis,constant,False,available,exact,declared,Signature unavailable from runtime introspection,NumSharp.np.newaxis,readonly NumSharp.Slice newaxis,src/NumSharp.Core/APIs/np.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/APIs/np.cs,False,,
numpy.nextafter,numpy,np,Math,nextafter,ufunc,True,missing,missing,missing,"(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.nextafter.html
numpy.nonzero,numpy,np,Sorting & searching,nonzero,function,True,available,exact,declared,(a),NumSharp.np.nonzero,NumSharp.Generic.NDArray<long>[] nonzero(NumSharp.NDArray a),src/NumSharp.Core/Indexing/np.nonzero.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Indexing/np.nonzero.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.nonzero.html
numpy.not_equal,numpy,np,Logic & comparison,not_equal,ufunc,True,available,exact,declared,"(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",NumSharp.np.not_equal,"NumSharp.Generic.NDArray<bool> not_equal(NumSharp.NDArray x1, object x2) | NumSharp.Generic.NDArray<bool> not_equal(object x1, NumSharp.NDArray x2) | NumSharp.NDArray not_equal(NumSharp.NDArray x1, NumSharp.NDArray x2, NumSharp.NDArray out = null, NumSharp.NDArray where = null, NumSharp.NPTypeCode? dtype = null)",src/NumSharp.Core/Logic/np.comparison.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Logic/np.comparison.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.not_equal.html
numpy.number,numpy,np,Types,number,class,False,missing,missing,missing,(),,,,,False,,
numpy.object_,numpy,np,Types,object_,class,False,missing,missing,missing,"(value=None, /)",,,,,False,,
numpy.ogrid,numpy,np,Types & constants,ogrid,constant,False,missing,missing,missing,Signature unavailable from runtime introspection,,,,,False,,
numpy.ones,numpy,np,Array creation,ones,function,True,available,exact,declared,"(shape, dtype=None, order='C', *, device=None, like=None)",NumSharp.np.ones,"NumSharp.NDArray ones(NumSharp.Shape shape) | NumSharp.NDArray ones(NumSharp.Shape shape, NumSharp.NPTypeCode typeCode) | NumSharp.NDArray ones(NumSharp.Shape shape, System.Type dtype) | NumSharp.NDArray ones(int shape) | NumSharp.NDArray ones(int[] shape) | NumSharp.NDArray ones(int[] shape) | NumSharp.NDArray ones(int[] shape, System.Type dtype) | NumSharp.NDArray ones(long[] shape)",src/NumSharp.Core/Creation/np.ones.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Creation/np.ones.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ones.html
numpy.ones_like,numpy,np,Array creation,ones_like,function,True,available,exact,declared,"(a, dtype=None, order='K', subok=True, shape=None, *, device=None)",NumSharp.np.ones_like,"NumSharp.NDArray ones_like(NumSharp.NDArray a, System.Type dtype = null) | NumSharp.NDArray ones_like(NumSharp.NDArray a, System.Type dtype, char order)",src/NumSharp.Core/Creation/np.ones_like.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Creation/np.ones_like.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ones_like.html
numpy.outer,numpy,np,Math,outer,function,True,available,exact,declared,"(a, b, out=None)",NumSharp.np.outer,"NumSharp.NDArray outer(NumSharp.NDArray a, NumSharp.NDArray b)",src/NumSharp.Core/LinearAlgebra/np.outer.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/LinearAlgebra/np.outer.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.outer.html
numpy.packbits,numpy,np,Math,packbits,function,True,missing,missing,missing,"(a, /, axis=None, bitorder='big')",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.packbits.html
numpy.pad,numpy,np,Shape manipulation,pad,function,True,available,exact,declared,"(array, pad_width, mode='constant', **kwargs)",NumSharp.np.pad,"NumSharp.NDArray pad(NumSharp.NDArray array, System.Collections.Generic.IDictionary<int, object> pad_width, NumSharp.np+PadFunc mode, object kwargs = null) | NumSharp.NDArray pad(NumSharp.NDArray array, System.Collections.Generic.IDictionary<int, object> pad_width, string mode = ""constant"", object constant_values = null, object end_values = null, object stat_length = null, string reflect_type = ""even"") | NumSharp.NDArray pad(NumSharp.NDArray array, System.ValueTuple<int, int> pad_width, NumSharp.np+PadFunc mode, object kwargs = null) | NumSharp.NDArray pad(NumSharp.NDArray array, System.ValueTuple<int, int> pad_width, string mode = ""constant"", object constant_values = null, object end_values = null, object stat_length = null, string reflect_type = ""even"") | NumSharp.NDArray pad(NumSharp.NDArray array, int pad_width, NumSharp.np+PadFunc mode, object kwargs = null) | NumSharp.NDArray pad(NumSharp.NDArray array, int pad_width, string mode = ""constant"", object constant_values = null, object end_values = null, object stat_length = null, string reflect_type = ""even"") | NumSharp.NDArray pad(NumSharp.NDArray array, int[] pad_width, NumSharp.np+PadFunc mode, object kwargs = null) | NumSharp.NDArray pad(NumSharp.NDArray array, int[] pad_width, NumSharp.np+PadFunc mode, object kwargs = null) | NumSharp.NDArray pad(NumSharp.NDArray array, int[] pad_width, string mode = ""constant"", object constant_values = null, object end_values = null, object stat_length = null, string reflect_type = ""even"") | NumSharp.NDArray pad(NumSharp.NDArray array, int[] pad_width, string mode = ""constant"", object constant_values = null, object end_values = null, object stat_length = null, string reflect_type = ""even"")",src/NumSharp.Core/Manipulation/np.pad.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/np.pad.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.pad.html
numpy.partition,numpy,np,Sorting & searching,partition,function,True,missing,missing,missing,"(a, kth, axis=-1, kind='introselect', order=None)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.partition.html
numpy.percentile,numpy,np,Reductions,percentile,function,True,available,exact,declared,"(a, q, axis=None, out=None, overwrite_input=False, method='linear', keepdims=False, *, weights=None)",NumSharp.np.percentile,"NumSharp.NDArray percentile(NumSharp.NDArray a, NumSharp.NDArray q, int? axis = null, NumSharp.NDArray out = null, bool overwrite_input = false, string method = ""linear"", bool keepdims = false) | NumSharp.NDArray percentile(NumSharp.NDArray a, double q, int? axis = null, NumSharp.NDArray out = null, bool overwrite_input = false, string method = ""linear"", bool keepdims = false) | NumSharp.NDArray percentile(NumSharp.NDArray a, double q, int[] axis, NumSharp.NDArray out = null, bool overwrite_input = false, string method = ""linear"", bool keepdims = false) | NumSharp.NDArray percentile(NumSharp.NDArray a, double[] q, int? axis = null, NumSharp.NDArray out = null, bool overwrite_input = false, string method = ""linear"", bool keepdims = false) | NumSharp.NDArray percentile(NumSharp.NDArray a, double[] q, int[] axis, NumSharp.NDArray out = null, bool overwrite_input = false, string method = ""linear"", bool keepdims = false)",src/NumSharp.Core/Statistics/np.percentile.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Statistics/np.percentile.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.percentile.html
numpy.permute_dims,numpy,np,Shape manipulation,permute_dims,function,True,available,exact,declared,"(a, axes=None)",NumSharp.np.permute_dims,"NumSharp.NDArray permute_dims(NumSharp.NDArray a, int[] axes = null)",src/NumSharp.Core/Manipulation/np.permute_dims.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/np.permute_dims.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.permute_dims.html
numpy.pi,numpy,np,Types & constants,pi,constant,False,available,exact,declared,Signature unavailable from runtime introspection,NumSharp.np.pi,double pi { get; },src/NumSharp.Core/APIs/np.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/APIs/np.cs,False,,
numpy.piecewise,numpy,np,Math,piecewise,function,True,missing,missing,missing,"(x, condlist, funclist, *args, **kw)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.piecewise.html
numpy.place,numpy,np,Indexing & selection,place,function,True,available,exact,declared,"(arr, mask, vals)",NumSharp.np.place,"void place(NumSharp.NDArray arr, NumSharp.NDArray mask, NumSharp.NDArray vals)",src/NumSharp.Core/Indexing/np.place.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Indexing/np.place.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.place.html
numpy.poly,numpy,np,Polynomials,poly,function,True,missing,missing,missing,(seq_of_zeros),,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.poly.html
numpy.poly1d,numpy,np,Types,poly1d,class,False,missing,missing,missing,"(c_or_r, r=False, variable=None)",,,,,False,,
numpy.polyadd,numpy,np,Polynomials,polyadd,function,True,missing,missing,missing,"(a1, a2)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.polyadd.html
numpy.polyder,numpy,np,Polynomials,polyder,function,True,missing,missing,missing,"(p, m=1)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.polyder.html
numpy.polydiv,numpy,np,Polynomials,polydiv,function,True,missing,missing,missing,"(u, v)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.polydiv.html
numpy.polyfit,numpy,np,Polynomials,polyfit,function,True,missing,missing,missing,"(x, y, deg, rcond=None, full=False, w=None, cov=False)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.polyfit.html
numpy.polyint,numpy,np,Polynomials,polyint,function,True,missing,missing,missing,"(p, m=1, k=None)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.polyint.html
numpy.polymul,numpy,np,Polynomials,polymul,function,True,missing,missing,missing,"(a1, a2)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.polymul.html
numpy.polynomial,numpy,np,Namespaces,polynomial,module,False,missing,missing,missing,A sub-package for efficiently dealing with polynomials.,,,,,False,,
numpy.polysub,numpy,np,Polynomials,polysub,function,True,missing,missing,missing,"(a1, a2)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.polysub.html
numpy.polyval,numpy,np,Polynomials,polyval,function,True,missing,missing,missing,"(p, x)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.polyval.html
numpy.positive,numpy,np,Math,positive,ufunc,True,available,exact,declared,"(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",NumSharp.np.positive,"NumSharp.NDArray positive(NumSharp.NDArray nd, NumSharp.NDArray out = null, NumSharp.NDArray where = null, NumSharp.NPTypeCode? dtype = null)",src/NumSharp.Core/Math/np.math.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/np.math.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.positive.html
numpy.pow,numpy,np,Math,pow,ufunc,True,available,alias,declared,"(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",NumSharp.np.power,"NumSharp.NDArray power(NumSharp.NDArray x1, NumSharp.NDArray x2) | NumSharp.NDArray power(NumSharp.NDArray x1, NumSharp.NDArray x2, NumSharp.NDArray out = null, NumSharp.NDArray where = null, NumSharp.NPTypeCode? dtype = null) | NumSharp.NDArray power(NumSharp.NDArray x1, NumSharp.NDArray x2, NumSharp.NPTypeCode typeCode) | NumSharp.NDArray power(NumSharp.NDArray x1, NumSharp.NDArray x2, System.Type dtype) | NumSharp.NDArray power(NumSharp.NDArray x1, object x2) | NumSharp.NDArray power(NumSharp.NDArray x1, object x2, NumSharp.NPTypeCode typeCode) | NumSharp.NDArray power(NumSharp.NDArray x1, object x2, System.Type dtype) | NumSharp.NDArray power(ref NumSharp.NDArray x1, ref NumSharp.NDArray x2) | NumSharp.NDArray power(ref NumSharp.NDArray x1, ref NumSharp.NDArray x2, NumSharp.NPTypeCode typeCode) | NumSharp.NDArray power(ref NumSharp.NDArray x1, ref NumSharp.NDArray x2, System.Type dtype)",src/NumSharp.Core/Math/np.power.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/np.power.cs,False,NumSharp exposes the ufunc name power.,https://numpy.org/doc/stable/reference/generated/numpy.pow.html
numpy.power,numpy,np,Math,power,ufunc,True,available,exact,declared,"(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",NumSharp.np.power,"NumSharp.NDArray power(NumSharp.NDArray x1, NumSharp.NDArray x2) | NumSharp.NDArray power(NumSharp.NDArray x1, NumSharp.NDArray x2, NumSharp.NDArray out = null, NumSharp.NDArray where = null, NumSharp.NPTypeCode? dtype = null) | NumSharp.NDArray power(NumSharp.NDArray x1, NumSharp.NDArray x2, NumSharp.NPTypeCode typeCode) | NumSharp.NDArray power(NumSharp.NDArray x1, NumSharp.NDArray x2, System.Type dtype) | NumSharp.NDArray power(NumSharp.NDArray x1, object x2) | NumSharp.NDArray power(NumSharp.NDArray x1, object x2, NumSharp.NPTypeCode typeCode) | NumSharp.NDArray power(NumSharp.NDArray x1, object x2, System.Type dtype) | NumSharp.NDArray power(ref NumSharp.NDArray x1, ref NumSharp.NDArray x2) | NumSharp.NDArray power(ref NumSharp.NDArray x1, ref NumSharp.NDArray x2, NumSharp.NPTypeCode typeCode) | NumSharp.NDArray power(ref NumSharp.NDArray x1, ref NumSharp.NDArray x2, System.Type dtype)",src/NumSharp.Core/Math/np.power.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/np.power.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.power.html
numpy.printoptions,numpy,np,Text & formatting,printoptions,function,True,available,exact,declared,"(*args, **kwargs)",NumSharp.np.printoptions,"System.IDisposable printoptions(int? precision = null, int? threshold = null, int? edgeitems = null, int? linewidth = null, bool? suppress = null, string nanstr = null, string infstr = null, char? sign = null, string floatmode = null)",src/NumSharp.Core/APIs/np.array2string.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/APIs/np.array2string.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.printoptions.html
numpy.prod,numpy,np,Reductions,prod,function,True,available,exact,declared,"(a, axis=None, dtype=None, out=None, keepdims=<no value>, initial=<no value>, where=<no value>)",NumSharp.np.prod,"NumSharp.NDArray prod(NumSharp.NDArray a, int? axis = null, System.Type dtype = null, bool keepdims = false)",src/NumSharp.Core/Math/np.math.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/np.math.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.prod.html
numpy.promote_types,numpy,np,Dtype & promotion,promote_types,function,True,available,exact,declared,"(type1, type2, /)",NumSharp.np.promote_types,"NumSharp.NPTypeCode promote_types() | NumSharp.NPTypeCode promote_types(NumSharp.NPTypeCode type1, NumSharp.NPTypeCode type2) | NumSharp.NPTypeCode promote_types(System.Type type1, System.Type type2)",src/NumSharp.Core/Logic/np.promote_types.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Logic/np.promote_types.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.promote_types.html
numpy.ptp,numpy,np,Reductions,ptp,function,True,available,exact,declared,"(a, axis=None, out=None, keepdims=<no value>)",NumSharp.np.ptp,"NumSharp.NDArray ptp(NumSharp.NDArray a, int? axis = null, NumSharp.NDArray out = null, bool keepdims = false) | NumSharp.NDArray ptp(NumSharp.NDArray a, int[] axis, NumSharp.NDArray out = null, bool keepdims = false)",src/NumSharp.Core/Statistics/np.ptp.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Statistics/np.ptp.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ptp.html
numpy.put,numpy,np,Indexing & selection,put,function,True,available,exact,declared,"(a, ind, v, mode='raise')",NumSharp.np.put,"void put(NumSharp.NDArray a, NumSharp.NDArray indices, NumSharp.NDArray values, string mode = ""raise"") | void put(NumSharp.NDArray a, long index, object value, string mode = ""raise"")",src/NumSharp.Core/Indexing/np.put.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Indexing/np.put.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.put.html
numpy.put_along_axis,numpy,np,Indexing & selection,put_along_axis,function,True,missing,missing,missing,"(arr, indices, values, axis)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.put_along_axis.html
numpy.putmask,numpy,np,Indexing & selection,putmask,function,True,missing,missing,missing,"(a, /, mask, values)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.putmask.html
numpy.quantile,numpy,np,Reductions,quantile,function,True,available,exact,declared,"(a, q, axis=None, out=None, overwrite_input=False, method='linear', keepdims=False, *, weights=None)",NumSharp.np.quantile,"NumSharp.NDArray quantile(NumSharp.NDArray a, NumSharp.NDArray q, int? axis = null, NumSharp.NDArray out = null, bool overwrite_input = false, string method = ""linear"", bool keepdims = false) | NumSharp.NDArray quantile(NumSharp.NDArray a, double q, int? axis = null, NumSharp.NDArray out = null, bool overwrite_input = false, string method = ""linear"", bool keepdims = false) | NumSharp.NDArray quantile(NumSharp.NDArray a, double q, int[] axis, NumSharp.NDArray out = null, bool overwrite_input = false, string method = ""linear"", bool keepdims = false) | NumSharp.NDArray quantile(NumSharp.NDArray a, double[] q, int? axis = null, NumSharp.NDArray out = null, bool overwrite_input = false, string method = ""linear"", bool keepdims = false) | NumSharp.NDArray quantile(NumSharp.NDArray a, double[] q, int[] axis, NumSharp.NDArray out = null, bool overwrite_input = false, string method = ""linear"", bool keepdims = false)",src/NumSharp.Core/Statistics/np.quantile.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Statistics/np.quantile.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.quantile.html
numpy.r_,numpy,np,Types & constants,r_,constant,False,missing,missing,missing,Signature unavailable from runtime introspection,,,,,False,,
